Date,Open,High,Low,Close,Adj Close,Volume
"Nov 9, 2023",760.00,763.85,748.55,749.75,749.75,"14,385"
"Nov 8, 2023",769.95,769.95,754.90,757.50,757.50,"59,831"
"Nov 7, 2023",785.80,785.80,756.70,762.70,762.70,"30,385"
"Nov 6, 2023",776.95,779.90,767.60,771.25,771.25,"20,557"
"Nov 3, 2023",753.10,772.95,753.10,765.15,765.15,"69,418"
"Nov 2, 2023",755.85,769.90,750.00,752.65,752.65,"53,814"
"Nov 1, 2023",770.00,772.60,741.95,750.40,750.40,"17,624"
"Oct 31, 2023",773.40,773.40,760.00,769.70,769.70,"12,863"
"Oct 30, 2023",765.35,773.35,751.25,758.95,758.95,"78,439"
"Oct 27, 2023",747.45,773.75,742.85,764.50,764.50,"76,544"
"Oct 26, 2023",718.45,750.05,686.90,742.65,742.65,"46,848"
"Oct 25, 2023",739.00,750.45,709.80,717.80,717.80,"109,115"
"Oct 23, 2023",765.50,769.35,734.00,736.10,736.10,"25,855"
"Oct 20, 2023",760.10,777.00,759.40,763.80,763.80,"21,350"
"Oct 19, 2023",766.60,766.60,755.75,759.05,759.05,"18,980"
"Oct 18, 2023",775.00,778.70,761.05,764.30,764.30,"70,341"
"Oct 17, 2023",779.95,787.00,772.00,775.90,775.90,"17,385"
"Oct 16, 2023",782.15,786.75,773.85,774.70,774.70,"75,354"
"Oct 13, 2023",786.05,793.70,782.00,785.45,785.45,"63,921"
"Oct 12, 2023",798.50,806.95,792.00,793.75,793.75,"16,533"
"Oct 11, 2023",793.35,806.65,791.60,798.00,798.00,"27,274"
"Oct 10, 2023",772.05,791.30,772.05,785.45,785.45,"61,495"
"Oct 9, 2023",793.00,804.45,774.05,779.30,779.30,"134,794"
"Oct 6, 2023",808.05,815.00,804.15,806.30,806.30,"53,947"
"Oct 5, 2023",810.05,816.00,805.45,807.95,807.95,"63,823"
"Oct 4, 2023",807.10,828.10,803.00,809.15,809.15,"137,267"
"Oct 3, 2023",815.05,816.65,806.55,808.25,808.25,"23,009"
"Sep 29, 2023",826.95,826.95,800.70,809.00,809.00,"75,666"
"Sep 28, 2023",821.95,839.90,817.85,830.15,830.15,"31,039"
"Sep 27, 2023",820.05,822.45,813.55,816.00,816.00,"22,139"
"Sep 26, 2023",825.80,837.20,811.45,817.75,817.75,"43,820"
"Sep 25, 2023",834.25,844.60,819.30,830.20,830.20,"106,632"
"Sep 22, 2023",856.95,857.00,835.60,839.95,839.95,"88,554"
"Sep 21, 2023",854.20,857.10,845.00,848.40,848.40,"21,938"
"Sep 20, 2023",842.25,860.00,842.25,854.85,854.85,"34,060"
"Sep 18, 2023",870.05,871.00,847.40,855.00,855.00,"203,886"
"Sep 15, 2023",851.75,859.35,839.00,846.40,846.40,"52,962"
"Sep 14, 2023",842.80,855.00,836.00,851.55,851.55,"113,850"
"Sep 13, 2023",846.95,854.90,832.00,836.95,836.95,"129,740"
"Sep 12, 2023",880.00,888.95,825.45,852.35,852.35,"349,171"
"Sep 11, 2023",842.00,877.15,838.35,875.15,875.15,"130,331"
"Sep 8, 2023",842.00,846.50,831.10,832.90,832.90,"46,123"
"Sep 7, 2023",859.00,859.00,834.10,838.35,838.35,"219,383"
"Sep 6, 2023",817.75,861.60,807.15,855.95,855.95,"136,282"
"Sep 5, 2023",820.05,828.60,811.40,813.40,813.40,"119,593"
"Sep 4, 2023",826.05,835.05,815.00,817.80,817.80,"151,262"
"Sep 1, 2023",803.05,836.40,793.50,825.30,825.30,"281,304"
"Aug 31, 2023",805.05,830.00,805.05,812.15,812.15,"340,392"
"Aug 30, 2023",861.00,866.30,840.00,841.75,841.75,"149,515"
"Aug 29, 2023",867.05,874.00,852.40,857.55,857.55,"156,893"
"Aug 28, 2023",892.25,897.80,860.15,864.95,864.95,"60,516"
"Aug 25, 2023",895.90,899.00,865.05,874.50,874.50,"160,582"
"Aug 24, 2023",910.00,929.60,893.00,895.90,895.90,"76,261"
"Aug 23, 2023",965.00,970.00,855.70,886.30,886.30,"625,473"
"Aug 22, 2023",942.10,976.45,924.00,960.20,960.20,"343,758"
"Aug 21, 2023",872.05,932.35,872.05,923.40,923.40,"238,167"
"Aug 18, 2023",822.05,894.35,822.05,871.30,871.30,"281,800"
"Aug 17, 2023",814.00,836.00,814.00,821.70,821.70,"164,666"
"Aug 16, 2023",792.00,823.05,792.00,818.25,818.25,"183,754"
"Aug 14, 2023",808.90,821.00,791.00,808.30,808.30,"97,050"
"Aug 11, 2023",820.60,835.50,818.35,830.65,830.65,"101,342"
"Aug 10, 2023",810.00,825.65,810.00,820.60,820.60,"213,808"
"Aug 9, 2023",824.00,824.75,810.00,811.95,811.95,"158,723"
"Aug 8, 2023",819.50,839.00,812.40,823.85,823.85,"113,216"
"Aug 7, 2023",797.00,849.00,783.75,831.90,831.90,"167,103"
"Aug 4, 2023",797.00,804.10,788.60,795.70,795.70,"51,745"
"Aug 3, 2023",788.00,804.10,780.00,796.20,796.20,"190,355"
"Jul 28, 2023",810.00,828.00,809.60,814.85,814.85,"213,403"
"Jul 26, 2023",837.25,839.15,805.45,814.40,814.40,"206,504"
"Jul 24, 2023",775.30,780.00,771.30,773.40,773.40,"82,091"
"Jul 21, 2023",780.00,780.00,772.35,775.15,775.15,"119,475"
"Jul 20, 2023",785.00,789.65,778.60,780.35,780.35,"165,808"
"Jul 19, 2023",795.10,798.00,775.00,779.75,779.75,"151,638"
"Jul 17, 2023",743.15,774.30,743.15,769.90,769.90,"87,910"
"Jul 14, 2023",748.05,752.00,738.15,742.15,742.15,"98,755"
"Jul 10, 2023",756.10,764.15,743.60,749.80,749.80,"176,478"
"Jul 7, 2023",769.60,772.00,755.05,759.95,759.95,"118,413"
"Jun 30, 2023",827.05,828.25,765.40,767.50,767.50,"602,655"
"Jun 28, 2023",775.05,823.00,767.95,819.50,819.50,"354,677"
"Jun 27, 2023",782.00,784.65,770.35,773.60,773.60,"39,108"
"Jun 26, 2023",747.25,783.00,743.20,770.35,770.35,"112,733"
"Jun 23, 2023",804.00,805.00,738.15,753.50,753.50,"552,736"
"Jun 22, 2023",810.05,817.05,803.15,804.85,804.85,"141,558"
"Jun 21, 2023",810.05,813.20,802.50,806.80,806.80,"117,418"
"Jun 20, 2023",816.30,816.35,805.15,812.15,812.15,"117,491"
"Jun 19, 2023",817.10,827.35,801.00,806.75,806.75,"79,539"
"Jun 16, 2023",816.55,834.60,796.00,809.70,809.70,"209,694"
"Jun 15, 2023",810.05,839.00,805.75,814.60,814.60,"225,453"
"Jun 14, 2023",825.05,828.00,806.00,808.95,808.95,"133,714"
"Jun 13, 2023",832.05,836.75,820.65,823.15,823.15,"101,818"
"Jun 12, 2023",838.50,842.00,828.15,830.60,830.60,"148,934"
"Jun 9, 2023",832.95,837.85,822.00,831.25,831.25,"149,796"
"Jun 8, 2023",838.25,844.65,820.70,829.25,829.25,"218,417"
"Jun 7, 2023",832.80,848.50,816.20,837.50,837.50,"152,009"
"Jun 6, 2023",846.00,846.00,810.20,816.10,816.10,"246,152"
"Jun 5, 2023",798.00,834.10,796.50,828.95,828.95,"327,654"
"Jun 2, 2023",837.55,837.55,791.30,794.40,794.40,"347,027"
"Jun 1, 2023",816.40,816.40,793.50,816.40,816.40,"998,474"
"May 31, 2023",781.15,813.70,767.50,777.55,777.55,"296,350"
"May 30, 2023",832.35,844.25,792.00,803.85,803.85,"356,131"
"May 26, 2023",895.00,898.00,847.00,850.80,850.80,"129,557"
"May 25, 2023",940.00,940.00,873.00,891.45,891.45,"239,619"
"May 24, 2023",909.90,909.90,881.65,909.90,909.90,"234,225"
"May 23, 2023",866.60,866.60,866.60,866.60,866.60,"4,313"
"May 22, 2023",825.00,825.35,825.00,825.35,825.35,"11,669"
"May 19, 2023",733.45,788.90,713.80,786.05,786.05,"181,785"
"May 17, 2023",821.00,822.60,780.00,789.85,789.85,"186,071"
"May 16, 2023",811.00,854.35,810.00,812.45,812.45,"170,780"
"May 15, 2023",895.15,910.00,840.75,840.75,840.75,"175,222"
"May 12, 2023",871.15,900.00,871.15,885.00,885.00,"109,725"
"May 11, 2023",882.05,924.30,882.05,917.00,917.00,"43,534"
"May 10, 2023",899.20,908.00,874.50,889.00,889.00,"96,021"
"May 9, 2023",901.85,936.50,901.85,901.85,901.85,"233,270"
"May 8, 2023",949.30,949.30,949.30,949.30,949.30,"36,509"
"May 5, 2023","1,025.35","1,028.00",997.90,999.25,999.25,"49,438"
"May 4, 2023",988.10,"1,025.00",985.55,"1,013.35","1,013.35","46,529"
"May 3, 2023","1,010.10","1,035.00",985.00,993.40,993.40,"30,321"
"May 2, 2023","1,029.00","1,077.30","1,017.35","1,021.55","1,021.55","72,341"
"Apr 28, 2023",992.00,"1,030.70",988.05,"1,027.35","1,027.35","46,837"
"Apr 27, 2023",988.00,996.00,975.00,981.65,981.65,"16,187"
"Apr 26, 2023","1,010.00","1,020.00",985.20,987.30,987.30,"36,112"
"Apr 25, 2023",969.90,"1,013.55",964.65,"1,012.50","1,012.50","81,800"
"Apr 24, 2023",995.00,998.95,960.25,965.30,965.30,"63,247"
"Apr 21, 2023","1,011.00","1,015.00",985.00,994.95,994.95,"53,708"
"Apr 20, 2023","1,016.05","1,024.75","1,007.05","1,011.90","1,011.90","20,570"
"Apr 19, 2023","1,034.05","1,035.20","1,004.00","1,017.55","1,017.55","66,592"
"Apr 18, 2023","1,032.05","1,057.25","1,028.00","1,032.15","1,032.15","24,604"
"Apr 17, 2023","1,040.00","1,049.35","1,012.45","1,039.30","1,039.30","89,743"
"Apr 13, 2023","1,037.00","1,055.35","1,015.20","1,031.65","1,031.65","46,519"
"Apr 12, 2023","1,089.90","1,098.75","1,014.05","1,042.75","1,042.75","338,226"
"Apr 11, 2023","1,043.00","1,054.10","1,028.95","1,054.10","1,054.10","58,059"
"Apr 10, 2023",984.00,"1,003.95",983.70,"1,003.95","1,003.95","211,782"
"Apr 6, 2023",930.00,956.15,896.75,956.15,956.15,"113,031"
"Apr 5, 2023",913.00,952.00,900.65,910.65,910.65,"188,186"
"Apr 3, 2023",993.05,"1,009.00",948.05,948.05,948.05,"125,749"
"Mar 31, 2023","1,019.95","1,044.00",974.40,997.90,997.90,"73,020"
"Mar 29, 2023",965.00,"1,045.00",965.00,"1,002.25","1,002.25","491,850"
"Mar 28, 2023","1,025.00","1,032.85","1,015.75","1,015.75","1,015.75","50,589"
"Mar 27, 2023","1,150.40","1,168.35","1,069.00","1,069.20","1,069.20","371,369"
"Mar 24, 2023","1,110.00","1,138.45","1,042.45","1,125.25","1,125.25","310,180"
"Mar 23, 2023","1,036.05","1,084.25","1,024.60","1,084.25","1,084.25","99,677"
"Mar 22, 2023","1,008.05","1,044.85","1,000.65","1,032.65","1,032.65","233,953"
"Mar 21, 2023","1,022.00","1,036.00",973.00,"1,006.55","1,006.55","204,827"
"Mar 20, 2023",990.00,"1,053.75",973.65,"1,009.60","1,009.60","326,376"
"Mar 17, 2023",994.00,"1,024.85",987.20,"1,024.85","1,024.85","343,124"
"Mar 16, 2023",945.00,977.55,905.85,976.05,976.05,"454,146"
"Mar 15, 2023",856.50,946.60,856.50,931.00,931.00,"200,074"
"Mar 14, 2023",949.05,978.80,901.55,901.55,901.55,"268,910"
"Mar 13, 2023",949.00,949.00,949.00,949.00,949.00,"31,261"
"Mar 10, 2023",884.00,903.85,861.00,903.85,903.85,"42,663"
"Mar 9, 2023",860.85,860.85,860.85,860.85,860.85,"2,333"
"Mar 8, 2023",814.70,819.90,800.45,819.90,819.90,"56,027"
"Mar 6, 2023",780.90,780.90,780.90,780.90,780.90,"34,174"
"Mar 3, 2023",743.75,743.75,743.75,743.75,743.75,"1,587"
"Mar 2, 2023",706.40,708.35,683.75,708.35,708.35,"113,452"
"Mar 1, 2023",630.00,674.65,630.00,674.65,674.65,"184,369"
"Feb 28, 2023",642.55,674.05,642.55,642.55,642.55,"210,987"
"Feb 27, 2023",676.35,676.35,676.35,676.35,676.35,"20,128"
"Feb 24, 2023",711.90,711.90,711.90,711.90,711.90,"12,919"
"Feb 23, 2023",749.35,749.35,749.35,749.35,749.35,"5,410"
"Feb 22, 2023",788.75,788.75,788.75,788.75,788.75,"5,285"
"Feb 21, 2023",830.25,830.25,830.25,830.25,830.25,"17,326"
"Feb 20, 2023",887.95,898.30,873.90,873.90,873.90,"93,676"
"Feb 17, 2023",950.00,988.00,918.65,919.85,919.85,"98,522"
"Feb 16, 2023",966.20,"1,067.90",966.20,966.95,966.95,"331,457"
"Feb 15, 2023","1,017.05","1,017.05","1,017.05","1,017.05","1,017.05","20,662"
"Feb 14, 2023","1,070.55","1,070.55","1,070.55","1,070.55","1,070.55","4,965"
"Feb 13, 2023","1,126.85","1,126.85","1,126.85","1,126.85","1,126.85","5,437"
"Feb 10, 2023","1,186.15","1,186.15","1,186.15","1,186.15","1,186.15","12,507"
"Feb 9, 2023","1,333.90","1,333.90","1,248.55","1,248.55","1,248.55","142,047"
"Feb 8, 2023","1,284.95","1,314.25","1,273.70","1,314.25","1,314.25","95,193"
"Feb 7, 2023","1,198.35","1,324.45","1,198.35","1,251.70","1,251.70","378,034"
"Feb 6, 2023","1,261.40","1,261.40","1,261.40","1,261.40","1,261.40","14,453"
"Feb 3, 2023","1,401.55","1,401.55","1,401.55","1,401.55","1,401.55","11,022"
"Feb 2, 2023","1,557.25","1,640.35","1,557.25","1,557.25","1,557.25","77,102"
"Feb 1, 2023","1,818.90","1,825.95","1,596.60","1,730.25","1,730.25","69,434"
"Jan 31, 2023","1,693.15","1,836.20","1,562.55","1,773.95","1,773.95","237,842"
"Jan 30, 2023","1,670.05","1,904.40","1,607.80","1,710.10","1,710.10","345,799"
"Jan 27, 2023","2,409.95","2,440.20","2,009.40","2,009.70","2,009.70","121,301"
"Jan 25, 2023","2,749.95","2,749.95","2,412.00","2,511.75","2,511.75","31,348"
"Jan 24, 2023","2,784.10","2,798.45","2,728.45","2,756.15","2,756.15","7,823"
"Jan 23, 2023","2,738.70","2,798.60","2,734.30","2,782.35","2,782.35","28,611"
"Jan 20, 2023","2,702.00","2,753.80","2,693.30","2,738.70","2,738.70","20,350"
"Jan 19, 2023","2,689.95","2,751.75","2,643.25","2,735.30","2,735.30","12,720"
"Jan 18, 2023","2,713.05","2,738.95","2,680.60","2,704.10","2,704.10","10,408"
"Jan 17, 2023","2,690.05","2,778.80","2,680.00","2,723.65","2,723.65","29,039"
"Jan 16, 2023","2,680.00","2,725.80","2,641.05","2,702.00","2,702.00","21,756"
"Jan 13, 2023","2,624.00","2,705.00","2,591.35","2,686.15","2,686.15","30,653"
"Jan 12, 2023","2,575.00","2,650.00","2,555.05","2,628.40","2,628.40","25,109"
"Jan 11, 2023","2,637.05","2,650.00","2,557.00","2,582.30","2,582.30","21,084"
"Jan 10, 2023","2,612.05","2,678.85","2,547.95","2,646.05","2,646.05","20,504"
"Jan 9, 2023","2,523.35","2,635.25","2,523.35","2,611.25","2,611.25","19,093"
"Jan 6, 2023","2,542.00","2,556.00","2,497.10","2,516.30","2,516.30","15,925"
"Jan 5, 2023","2,513.05","2,591.35","2,440.00","2,552.40","2,552.40","26,957"
"Jan 4, 2023","2,560.05","2,573.50","2,480.55","2,512.65","2,512.65","20,918"
"Jan 3, 2023","2,555.00","2,609.75","2,520.10","2,575.65","2,575.65","26,536"
"Jan 2, 2023","2,610.00","2,648.85","2,530.90","2,549.85","2,549.85","44,077"
"Dec 30, 2022","2,700.05","2,759.00","2,523.45","2,591.55","2,591.55","39,883"
"Dec 29, 2022","2,534.00","2,759.00","2,485.00","2,667.75","2,667.75","25,686"
"Dec 28, 2022","2,499.00","2,582.10","2,460.00","2,562.45","2,562.45","31,836"
"Dec 27, 2022","2,494.00","2,583.00","2,460.00","2,501.10","2,501.10","78,482"
"Dec 26, 2022","2,250.85","2,490.00","2,179.85","2,468.45","2,468.45","73,674"
"Dec 23, 2022","2,481.55","2,492.55","2,247.25","2,272.30","2,272.30","29,720"
"Dec 22, 2022","2,615.00","2,645.95","2,490.90","2,516.75","2,516.75","16,061"
"Dec 21, 2022","2,674.65","2,741.50","2,600.00","2,614.00","2,614.00","32,705"
"Dec 20, 2022","2,670.60","2,700.00","2,642.55","2,689.15","2,689.15","14,101"
"Dec 19, 2022","2,644.85","2,699.00","2,630.00","2,680.20","2,680.20","15,321"
"Dec 16, 2022","2,634.00","2,682.40","2,570.55","2,647.30","2,647.30","25,579"
"Dec 15, 2022","2,660.05","2,675.35","2,633.80","2,658.50","2,658.50","5,990"
"Dec 14, 2022","2,658.00","2,704.55","2,640.40","2,671.00","2,671.00","11,834"
"Dec 13, 2022","2,686.20","2,704.30","2,631.50","2,649.40","2,649.40","22,407"
"Dec 12, 2022","2,636.15","2,705.00","2,616.05","2,691.00","2,691.00","23,083"
"Dec 9, 2022","2,685.00","2,717.75","2,631.20","2,647.85","2,647.85","10,350"
"Dec 8, 2022","2,768.75","2,768.75","2,674.45","2,691.35","2,691.35","16,501"
"Dec 7, 2022","2,773.05","2,809.20","2,720.55","2,735.65","2,735.65","14,255"
"Dec 6, 2022","2,739.90","2,784.00","2,717.95","2,771.95","2,771.95","17,822"
"Dec 5, 2022","2,750.15","2,771.85","2,700.00","2,714.05","2,714.05","14,148"
"Dec 2, 2022","2,834.00","2,842.35","2,725.00","2,744.70","2,744.70","23,191"
"Dec 1, 2022","2,966.20","3,000.00","2,801.00","2,832.45","2,832.45","43,912"
"Nov 30, 2022","2,819.95","2,998.85","2,789.65","2,925.20","2,925.20","57,292"
"Nov 29, 2022","2,709.05","2,817.10","2,709.00","2,783.70","2,783.70","20,823"
"Nov 28, 2022","2,720.00","2,770.00","2,704.05","2,715.55","2,715.55","14,613"
"Nov 25, 2022","2,779.50","2,787.00","2,726.90","2,739.55","2,739.55","13,067"
"Nov 24, 2022","2,853.30","2,897.35","2,768.00","2,790.35","2,790.35","14,491"
"Nov 23, 2022","2,885.00","2,953.80","2,818.10","2,853.20","2,853.20","30,510"
"Nov 22, 2022","3,037.35","3,037.35","2,855.00","2,873.35","2,873.35","40,080"
"Nov 21, 2022","3,053.95","3,124.95","3,000.05","3,019.15","3,019.15","27,442"
"Nov 18, 2022","3,115.05","3,160.00","3,070.15","3,116.35","3,116.35","17,020"
"Nov 17, 2022","3,261.05","3,283.30","3,063.70","3,114.35","3,114.35","18,639"
"Nov 16, 2022","3,275.05","3,296.70","3,241.00","3,270.00","3,270.00","9,076"
"Nov 15, 2022","3,251.25","3,304.75","3,251.25","3,289.35","3,289.35","28,993"
"Nov 14, 2022","3,271.05","3,300.60","3,260.45","3,286.95","3,286.95","7,762"
"Nov 11, 2022","3,316.05","3,326.95","3,270.00","3,287.55","3,287.55","11,918"
"Nov 10, 2022","3,260.05","3,328.50","3,242.05","3,293.55","3,293.55","11,601"
"Nov 9, 2022","3,327.00","3,382.85","3,244.90","3,277.35","3,277.35","30,528"
"Nov 7, 2022","3,342.00","3,385.00","3,290.05","3,331.90","3,331.90","29,061"
"Nov 4, 2022","3,290.00","3,333.00","3,233.95","3,321.95","3,321.95","14,156"
"Nov 3, 2022","3,221.20","3,325.50","3,221.20","3,293.90","3,293.90","14,196"
"Nov 2, 2022","3,320.90","3,350.60","3,283.80","3,308.45","3,308.45","11,838"
"Nov 1, 2022","3,345.05","3,385.30","3,293.20","3,337.45","3,337.45","19,020"
"Oct 31, 2022","3,279.40","3,375.80","3,258.60","3,346.95","3,346.95","26,419"
"Oct 28, 2022","3,282.75","3,295.80","3,220.35","3,278.50","3,278.50","17,977"
"Oct 27, 2022","3,211.50","3,300.00","3,195.65","3,282.75","3,282.75","13,809"
"Oct 25, 2022","3,306.00","3,320.60","3,152.95","3,183.80","3,183.80","19,884"
"Oct 24, 2022","3,300.00","3,325.00","3,258.00","3,285.45","3,285.45","7,424"
"Oct 21, 2022","3,292.00","3,364.95","3,200.10","3,278.55","3,278.55","36,241"
"Oct 20, 2022","3,140.60","3,300.00","3,104.90","3,266.80","3,266.80","38,671"
"Oct 19, 2022","3,255.10","3,338.35","3,104.10","3,140.20","3,140.20","49,742"
"Oct 18, 2022","3,100.90","3,296.00","3,100.90","3,246.95","3,246.95","43,890"
"Oct 17, 2022","3,040.00","3,098.00","2,970.50","3,075.65","3,075.65","373,723"
"Oct 14, 2022","3,208.95","3,208.95","3,009.15","3,036.40","3,036.40","26,450"
"Oct 13, 2022","3,190.00","3,212.35","3,101.00","3,123.10","3,123.10","8,790"
"Oct 12, 2022","3,163.00","3,243.05","3,093.55","3,184.15","3,184.15","19,135"
"Oct 11, 2022","3,240.00","3,240.75","3,129.65","3,152.95","3,152.95","20,111"
"Oct 10, 2022","3,200.55","3,249.55","3,180.00","3,191.50","3,191.50","19,635"
"Oct 7, 2022","3,341.95","3,346.15","3,252.00","3,278.90","3,278.90","15,351"
"Oct 6, 2022","3,370.00","3,405.55","3,308.55","3,357.05","3,357.05","22,439"
"Oct 4, 2022","3,248.80","3,350.00","3,135.00","3,314.70","3,314.70","66,227"
"Oct 3, 2022","3,304.65","3,420.25","3,000.00","3,120.65","3,120.65","106,283"
"Sep 30, 2022","3,351.40","3,413.60","3,210.80","3,290.70","3,290.70","85,571"
"Sep 29, 2022","3,622.60","3,755.25","3,351.05","3,413.60","3,413.60","36,439"
"Sep 28, 2022","3,565.05","3,658.95","3,527.60","3,602.65","3,602.65","19,612"
"Sep 27, 2022","3,728.00","3,798.85","3,585.00","3,607.70","3,607.70","15,893"
"Sep 26, 2022","3,865.00","3,865.00","3,651.00","3,708.60","3,708.60","17,540"
"Sep 23, 2022","4,012.00","4,035.00","3,840.00","3,869.70","3,869.70","32,832"
"Sep 22, 2022","3,861.80","4,043.15","3,819.35","4,001.05","4,001.05","27,458"
"Sep 21, 2022","4,015.00","4,058.95","3,841.10","3,865.25","3,865.25","20,079"
"Sep 20, 2022","4,100.00","4,120.00","3,985.00","4,015.30","4,015.30","10,585"
"Sep 19, 2022","4,153.05","4,210.00","3,993.00","4,023.70","4,023.70","445,375"
"Sep 16, 2022","4,106.00","4,238.55","3,890.05","4,090.50","4,090.50","68,824"
"Sep 15, 2022","3,990.00","4,198.95","3,990.00","4,105.55","4,105.55","41,671"
"Sep 14, 2022","3,929.65","4,061.40","3,900.05","3,975.70","3,975.70","9,790"
"Sep 13, 2022","4,006.00","4,074.00","3,973.00","4,035.15","4,035.15","17,702"
"Sep 12, 2022","3,910.00","4,047.95","3,891.40","4,005.85","4,005.85","35,462"
"Sep 9, 2022","3,920.05","3,958.00","3,905.00","3,931.65","3,931.65","6,067"
"Sep 8, 2022","3,940.00","3,946.60","3,905.00","3,924.45","3,924.45","6,565"
"Sep 7, 2022","3,962.05","3,962.05","3,854.20","3,889.45","3,889.45","15,036"
"Sep 6, 2022","3,852.65","3,980.20","3,852.65","3,962.05","3,962.05","21,094"
"Sep 5, 2022","3,856.60","3,919.00","3,813.00","3,876.15","3,876.15","12,882"
"Sep 2, 2022","3,920.50","3,973.15","3,832.55","3,862.35","3,862.35","13,853"
"Sep 1, 2022","3,972.00","3,991.50","3,822.45","3,876.65","3,876.65","35,022"
"Aug 30, 2022","3,900.00","4,041.90","3,900.00","3,971.65","3,971.65","24,197"
"Aug 29, 2022","3,600.00","3,916.05","3,564.20","3,854.10","3,854.10","34,293"
"Aug 26, 2022","3,715.00","3,782.45","3,715.00","3,750.35","3,750.35","10,433"
"Aug 25, 2022","3,669.00","3,784.00","3,664.95","3,715.20","3,715.20","28,011"
"Aug 24, 2022","3,590.00","3,769.40","3,477.00","3,696.95","3,696.95","36,742"
"Aug 23, 2022","3,425.00","3,697.00","3,319.00","3,590.15","3,590.15","22,740"
"Aug 22, 2022","3,619.00","3,659.95","3,416.20","3,477.80","3,477.80","25,196"
"Aug 19, 2022","3,586.00","3,694.40","3,586.00","3,641.25","3,641.25","19,199"
"Aug 18, 2022","3,592.00","3,625.00","3,551.90","3,599.00","3,599.00","26,021"
"Aug 17, 2022","3,608.95","3,625.00","3,567.70","3,598.90","3,598.90","10,098"
"Aug 16, 2022","3,550.00","3,593.95","3,540.00","3,581.55","3,581.55","9,002"
"Aug 12, 2022","3,475.00","3,555.00","3,465.85","3,535.45","3,535.45","10,112"
"Aug 11, 2022","3,435.10","3,518.40","3,409.05","3,489.60","3,489.60","11,555"
"Aug 10, 2022","3,499.00","3,499.00","3,369.80","3,434.55","3,434.55","13,089"
"Aug 8, 2022","3,314.65","3,472.50","3,261.50","3,444.75","3,444.75","28,403"
"Aug 5, 2022","3,529.30","3,550.00","3,185.00","3,299.90","3,299.90","27,562"
"Aug 4, 2022","3,520.00","3,548.75","3,412.25","3,524.95","3,524.95","22,193"
"Aug 3, 2022","3,440.00","3,538.00","3,425.00","3,504.60","3,504.60","38,898"
"Aug 2, 2022","3,286.70","3,441.95","3,255.05","3,421.55","3,421.55","51,216"
"Aug 1, 2022","3,129.90","3,288.05","3,100.85","3,267.60","3,267.60","353,720"
"Jul 29, 2022","3,044.95","3,141.80","3,015.35","3,110.10","3,110.10","12,757"
"Jul 28, 2022","3,010.00","3,019.95","2,965.00","3,007.65","3,007.65","8,138"
"Jul 27, 2022","2,997.80","3,020.55","2,961.25","2,995.40","2,995.40","8,161"
"Jul 26, 2022","2,970.00","3,001.50","2,966.30","2,991.25","2,991.25","4,939"
"Jul 25, 2022","2,976.00","3,020.05","2,958.05","2,967.60","2,967.60","9,952"
"Jul 22, 2022","3,040.00","3,062.40","2,928.00","2,975.95","2,975.95","30,877"
"Jul 21, 2022","3,008.00","3,054.65","2,998.05","3,045.40","3,045.40","10,105"
"Jul 20, 2022","3,045.00","3,068.95","2,980.00","3,014.05","3,014.05","16,716"
"Jul 19, 2022","2,975.00","3,042.00","2,930.00","3,028.55","3,028.55","40,882"
"Jul 18, 2022","2,949.00","3,020.00","2,912.00","2,988.45","2,988.45","380,040"
"Jul 15, 2022","3,100.00","3,100.00","2,834.75","2,890.40","2,890.40","41,727"
"Jul 14, 2022","2,764.95","2,963.90","2,710.45","2,884.25","2,884.25","72,802"
"Jul 13, 2022","2,770.00","2,800.00","2,620.55","2,730.85","2,730.85","26,355"
"Jul 12, 2022","2,672.00","2,809.95","2,638.65","2,748.80","2,748.80","54,052"
"Jul 11, 2022","2,550.00","2,750.00","2,535.05","2,697.40","2,697.40","68,855"
"Jul 8, 2022","2,500.00","2,575.00","2,467.00","2,546.25","2,546.25","22,488"
"Jul 7, 2022","2,510.00","2,537.30","2,448.00","2,466.80","2,466.80","9,991"
"Jul 6, 2022","2,500.00","2,520.55","2,476.00","2,509.40","2,509.40","7,357"
"Jul 5, 2022","2,469.90","2,517.60","2,428.65","2,464.90","2,464.90","14,065"
"Jul 4, 2022","2,460.00","2,519.35","2,390.90","2,415.30","2,415.30","38,606"
"Jul 1, 2022","2,500.00","2,580.00","2,226.40","2,402.70","2,402.70","61,653"
"Jun 30, 2022","2,350.00","2,499.00","2,350.00","2,473.75","2,473.75","67,053"
"Jun 29, 2022","2,148.00","2,364.00","2,133.00","2,348.60","2,348.60","41,184"
"Jun 28, 2022","2,160.00","2,175.00","2,115.70","2,162.30","2,162.30","15,953"
"Jun 27, 2022","2,184.00","2,184.00","2,122.05","2,142.05","2,142.05","13,648"
"Jun 24, 2022","2,118.00","2,167.00","2,098.35","2,152.90","2,152.90","5,879"
"Jun 23, 2022","2,158.00","2,169.05","2,066.30","2,098.35","2,098.35","18,315"
"Jun 22, 2022","2,175.60","2,219.90","2,083.40","2,121.65","2,121.65","14,099"
"Jun 21, 2022","2,088.00","2,260.00","2,063.20","2,206.50","2,206.50","12,280"
"Jun 20, 2022","2,060.00","2,089.55","2,015.00","2,057.95","2,057.95","8,480"
"Jun 17, 2022","2,121.00","2,121.00","2,001.80","2,027.20","2,027.20","24,602"
